-50000.00 0.00 55559.75 4620.00 #x_min(m) z_min(m) x_max(m) z_max(m)
5000.0000 10.0000                #dx(m) dz(m)
30426.47 4190.00 1525.8741  1047.0860 34.7022 0.9940
30426.47 4200.00 1526.0394  1047.1312 34.7024 0.9902
30426.47 4210.00 1526.2047  1047.1765 34.7026 0.9863
30426.47 4220.00 1526.3700  1047.2217 34.7029 0.9825
30426.47 4230.00 1526.5353  1047.2669 34.7031 0.9787
30426.47 4240.00 1526.7006  1047.3122 34.7033 0.9749
30426.47 4250.00 1526.8659  1047.3574 34.7035 0.9711
30426.47 4260.00 1527.0312  1047.4027 34.7038 0.9672
30426.47 4270.00 1527.2010  1047.4476 34.7040 0.9643
30426.47 4280.00 1527.3742  1047.4923 34.7041 0.9619
30426.47 4290.00 1527.5474  1047.5370 34.7043 0.9596
30426.47 4300.00 1527.7205  1047.5817 34.7044 0.9572
30426.47 4310.00 1527.8937  1047.6264 34.7046 0.9548
30426.47 4320.00 1528.0669  1047.6711 34.7047 0.9525
30426.47 4330.00 1528.2400  1047.7157 34.7048 0.9501
30426.47 4340.00 1528.4132  1047.7604 34.7050 0.9478
30426.47 4350.00 1528.5864  1047.8051 34.7051 0.9454
30426.47 4360.00 1528.7596  1047.8498 34.7053 0.9431
30426.47 4370.00 1528.9327  1047.8945 34.7054 0.9407
30426.47 4380.00 1529.1059  1047.9392 34.7056 0.9383
30426.47 4390.00 1529.2791  1047.9839 34.7057 0.9360
30426.47 4400.00 1529.4522  1048.0286 34.7059 0.9336
30426.47 4410.00 1529.6254  1048.0732 34.7060 0.9313
30426.47 4420.00 1529.7986  1048.1179 34.7062 0.9289
30426.47 4430.00 1529.9717  1048.1626 34.7063 0.9266
30426.47 4440.00 1530.1449  1048.2073 34.7065 0.9242
30426.47 4450.00 1530.3181  1048.2520 34.7066 0.9218
30426.47 4460.00 1530.4913  1048.2967 34.7068 0.9195
30426.47 4470.00 1530.6644  1048.3414 34.7069 0.9171
30426.47 4480.00 1530.8376  1048.3861 34.7071 0.9148
30426.47 4490.00 1531.0108  1048.4308 34.7072 0.9124
30426.47 4500.00 1531.1839  1048.4754 34.7074 0.9101
30426.47 4510.00 1531.3571  1048.5201 34.7075 0.9077
30426.47 4520.00 1531.5303  1048.5648 34.7077 0.9054
30426.47 4530.00 1531.7035  1048.6095 34.7078 0.9030
30426.47 4540.00 1531.8766  1048.6542 34.7080 0.9006
30426.47 4550.00 1532.0498  1048.6989 34.7081 0.8983
30426.47 4560.00 1532.2230  1048.7436 34.7083 0.8959
30426.47 4570.00 1532.3961  1048.7883 34.7084 0.8936
30426.47 4580.00 1532.5693  1048.8329 34.7086 0.8912
30426.47 4590.00 1532.7425  1048.8776 34.7087 0.8889
30426.47 4600.00 1532.9157  1048.9223 34.7089 0.8865
30426.47 4610.00 1533.0888  1048.9670 34.7090 0.8841
30426.47 4620.00 1533.2620  1049.0117 34.7091 0.8818
35453.13 0.00 1542.9947  1022.8592 35.7932 28.4026
35453.13 10.00 1543.1374  1022.9076 35.7943 28.3891
35453.13 20.00 1543.2731  1022.9592 35.7978 28.3710
35453.13 30.00 1543.3668  1023.0243 35.8089 28.3295
35453.13 40.00 1543.3686  1023.1137 35.8311 28.2396
35453.13 50.00 1543.2507  1023.2322 35.8652 28.0885
35453.13 60.00 1543.0282  1023.3784 35.9126 27.8831
35453.13 70.00 1542.7222  1023.5494 35.9742 27.6336
35453.13 80.00 1542.3128  1023.7457 36.0479 27.3329
35453.13 90.00 1541.7476  1023.9712 36.1306 26.9608
35453.13 100.00 1540.9589  1024.2279 36.2157 26.4933
35453.13 110.00 1539.9218  1024.5030 36.2875 25.9311
35453.13 120.00 1538.7428  1024.7648 36.3295 25.3321
35453.13 130.00 1537.5907  1024.9870 36.3376 24.7708
35453.13 140.00 1536.5533  1025.1673 36.3203 24.2776
35453.13 150.00 1535.6124  1025.3099 36.2797 23.8440
35453.13 160.00 1534.6086  1025.4451 36.2259 23.3967
35453.13 170.00 1533.5540  1025.5743 36.1614 22.9385
35453.13 180.00 1532.2109  1025.7096 36.0747 22.3900
35453.13 190.00 1530.7767  1025.8469 35.9810 21.8128
35453.13 200.00 1529.0608  1025.9942 35.8761 21.1518
35453.13 210.00 1527.0914  1026.1506 35.7610 20.4152
35453.13 220.00 1525.1221  1026.3070 35.6460 19.6787
35453.13 230.00 1522.9091  1026.4684 35.5358 18.8928
35453.13 240.00 1520.6056  1026.6317 35.4275 18.0887
35453.13 250.00 1518.3021  1026.7949 35.3192 17.2845
35453.13 260.00 1516.0319  1026.9539 35.2189 16.5036
35453.13 270.00 1513.8601  1027.1001 35.1423 15.7912
35453.13 280.00 1511.6883  1027.2463 35.0657 15.0789
35453.13 290.00 1509.5165  1027.3925 34.9890 14.3666
35453.13 300.00 1507.3484  1027.5384 34.9127 13.6556
35453.13 310.00 1505.7027  1027.6549 34.8713 13.1370
35453.13 320.00 1504.0570  1027.7714 34.8300 12.6183
35453.13 330.00 1502.4113  1027.8879 34.7887 12.0997
35453.13 340.00 1500.7656  1028.0043 34.7474 11.5810
35453.13 350.00 1499.1199  1028.1208 34.7061 11.0624
35453.13 360.00 1498.0956  1028.2111 34.6880 10.7355
35453.13 370.00 1497.1167  1028.2995 34.6716 10.4227
35453.13 380.00 1496.1377  1028.3879 34.6551 10.1098
35453.13 390.00 1495.1587  1028.4763 34.6387 9.7969
35453.13 400.00 1494.1797  1028.5647 34.6223 9.4841
35453.13 410.00 1493.2043  1028.6529 34.6060 9.1722
35453.13 420.00 1492.7318  1028.7223 34.6008 9.0027
35453.13 430.00 1492.2592  1028.7917 34.5956 8.8331
35453.13 440.00 1491.7867  1028.8611 34.5904 8.6636
35453.13 450.00 1491.3142  1028.9305 34.5852 8.4940
35453.13 460.00 1490.8417  1028.9999 34.5800 8.3245
35453.13 470.00 1490.3691  1029.0692 34.5748 8.1550
35453.13 480.00 1489.9480  1029.1365 34.5702 7.9997
35453.13 490.00 1489.6788  1029.1975 34.5672 7.8867
35453.13 500.00 1489.4096  1029.2585 34.5643 7.7737
35453.13 510.00 1489.1404  1029.3195 34.5613 7.6606
35453.13 520.00 1488.8712  1029.3804 34.5583 7.5476
35453.13 530.00 1488.6019  1029.4414 34.5554 7.4345
35453.13 540.00 1488.3327  1029.5024 34.5524 7.3215
35453.13 550.00 1488.0635  1029.5634 34.5495 7.2085
35453.13 560.00 1487.8496  1029.6220 34.5470 7.1110
35453.13 570.00 1487.6562  1029.6797 34.5448 7.0194
35453.13 580.00 1487.4629  1029.7374 34.5426 6.9278
35453.13 590.00 1487.2695  1029.7952 34.5403 6.8362
35453.13 600.00 1487.0761  1029.8529 34.5381 6.7445
35453.13 610.00 1486.8828  1029.9106 34.5359 6.6529
35453.13 620.00 1486.6894  1029.9683 34.5336 6.5613
35453.13 630.00 1486.4961  1030.0260 34.5314 6.4696
35453.13 640.00 1486.3354  1030.0827 34.5297 6.3869
35453.13 650.00 1486.2043  1030.1384 34.5285 6.3121
35453.13 660.00 1486.0731  1030.1940 34.5272 6.2374
35453.13 670.00 1485.9419  1030.2497 34.5260 6.1626
35453.13 680.00 1485.8107  1030.3054 34.5248 6.0879
35453.13 690.00 1485.6795  1030.3610 34.5235 6.0131
35453.13 700.00 1485.5483  1030.4167 34.5223 5.9384
35453.13 710.00 1485.4171  1030.4724 34.5210 5.8636
35453.13 720.00 1485.2860  1030.5280 34.5198 5.7889
35453.13 730.00 1485.1951  1030.5826 34.5193 5.7247
35453.13 740.00 1485.1169  1030.6369 34.5191 5.6638
35453.13 750.00 1485.0388  1030.6911 34.5188 5.6030
35453.13 760.00 1484.9606  1030.7453 34.5185 5.5421
35453.13 770.00 1484.8825  1030.7996 34.5183 5.4812
35453.13 780.00 1484.8043  1030.8538 34.5180 5.4204
35453.13 790.00 1484.7262  1030.9080 34.5177 5.3595
35453.13 800.00 1484.6480  1030.9623 34.5175 5.2986
35453.13 810.00 1484.5699  1031.0165 34.5172 5.2378
35453.13 820.00 1484.5140  1031.0702 34.5173 5.1827
35453.13 830.00 1484.4762  1031.1234 34.5178 5.1321
35453.13 840.00 1484.4385  1031.1767 34.5182 5.0816
35453.13 850.00 1484.4007  1031.2299 34.5187 5.0311
35453.13 860.00 1484.3629  1031.2831 34.5191 4.9806
35453.13 870.00 1484.3251  1031.3364 34.5196 4.9301
35453.13 880.00 1484.2873  1031.3896 34.5201 4.8796
35453.13 890.00 1484.2495  1031.4428 34.5205 4.8291
35453.13 900.00 1484.2117  1031.4961 34.5210 4.7786
35453.13 910.00 1484.1746  1031.5493 34.5214 4.7283
35453.13 920.00 1484.1644  1031.6018 34.5223 4.6848
35453.13 930.00 1484.1541  1031.6544 34.5231 4.6413
35453.13 940.00 1484.1438  1031.7069 34.5240 4.5978
35453.13 950.00 1484.1335  1031.7594 34.5249 4.5543
35453.13 960.00 1484.1233  1031.8119 34.5257 4.5108
35453.13 970.00 1484.1130  1031.8644 34.5266 4.4674
35453.13 980.00 1484.1027  1031.9170 34.5275 4.4239
35453.13 990.00 1484.0924  1031.9695 34.5283 4.3804
35453.13 1000.00 1484.0822  1032.0220 34.5292 4.3369
35453.13 1010.00 1484.0777  1032.0744 34.5301 4.2949
35453.13 1020.00 1484.0880  1032.1263 34.5312 4.2566
35453.13 1030.00 1484.0982  1032.1783 34.5323 4.2183
35453.13 1040.00 1484.1085  1032.2303 34.5334 4.1800
35453.13 1050.00 1484.1187  1032.2822 34.5345 4.1417
35453.13 1060.00 1484.1290  1032.3342 34.5357 4.1034
35453.13 1070.00 1484.1392  1032.3862 34.5368 4.0651
35453.13 1080.00 1484.1494  1032.4381 34.5379 4.0268
35453.13 1090.00 1484.1597  1032.4901 34.5390 3.9885
35453.13 1100.00 1484.1699  1032.5420 34.5401 3.9502
35453.13 1110.00 1484.1871  1032.5938 34.5412 3.9136
35453.13 1120.00 1484.2143  1032.6453 34.5424 3.8796
35453.13 1130.00 1484.2414  1032.6967 34.5437 3.8455
35453.13 1140.00 1484.2686  1032.7482 34.5449 3.8114
35453.13 1150.00 1484.2957  1032.7996 34.5461 3.7774
35453.13 1160.00 1484.3229  1032.8511 34.5473 3.7433
35453.13 1170.00 1484.3500  1032.9025 34.5485 3.7092
35453.13 1180.00 1484.3772  1032.9540 34.5498 3.6752
35453.13 1190.00 1484.4043  1033.0054 34.5510 3.6411
35453.13 1200.00 1484.4315  1033.0569 34.5522 3.6070
35453.13 1210.00 1484.4656  1033.1081 34.5534 3.5747
35453.13 1220.00 1484.5083  1033.1591 34.5547 3.5444
35453.13 1230.00 1484.5510  1033.2100 34.5559 3.5142
35453.13 1240.00 1484.5937  1033.2610 34.5572 3.4840
35453.13 1250.00 1484.6364  1033.3119 34.5585 3.4537
35453.13 1260.00 1484.6791  1033.3629 34.5597 3.4235
35453.13 1270.00 1484.7218  1033.4138 34.5610 3.3933
35453.13 1280.00 1484.7645  1033.4648 34.5622 3.3630
35453.13 1290.00 1484.8072  1033.5158 34.5635 3.3328
35453.13 1300.00 1484.8499  1033.5667 34.5647 3.3025
35453.13 1310.00 1484.8984  1033.6175 34.5660 3.2737
35453.13 1320.00 1484.9563  1033.6679 34.5673 3.2471
35453.13 1330.00 1485.0143  1033.7184 34.5685 3.2206
35453.13 1340.00 1485.0723  1033.7689 34.5698 3.1940
35453.13 1350.00 1485.1302  1033.8193 34.5711 3.1675
35453.13 1360.00 1485.1882  1033.8698 34.5723 3.1409
35453.13 1370.00 1485.2462  1033.9202 34.5736 3.1143
35453.13 1380.00 1485.3041  1033.9707 34.5749 3.0878
35453.13 1390.00 1485.3621  1034.0212 34.5761 3.0612
35453.13 1400.00 1485.4201  1034.0716 34.5774 3.0347
35453.13 1410.00 1485.4793  1034.1220 34.5786 3.0084
35453.13 1420.00 1485.5526  1034.1720 34.5799 2.9855
35453.13 1430.00 1485.6259  1034.2219 34.5811 2.9626
35453.13 1440.00 1485.6992  1034.2719 34.5823 2.9396
35453.13 1450.00 1485.7725  1034.3218 34.5836 2.9167
35453.13 1460.00 1485.8458  1034.3718 34.5848 2.8938
35453.13 1470.00 1485.9192  1034.4217 34.5860 2.8709
35453.13 1480.00 1485.9925  1034.4716 34.5872 2.8479
35453.13 1490.00 1486.0658  1034.5216 34.5885 2.8250
35453.13 1500.00 1486.1391  1034.5715 34.5897 2.8021
35453.13 1510.00 1486.2124  1034.6215 34.5909 2.7791
35453.13 1520.00 1486.2902  1034.6712 34.5921 2.7573
35453.13 1530.00 1486.3790  1034.7206 34.5933 2.7380
35453.13 1540.00 1486.4678  1034.7700 34.5944 2.7186
35453.13 1550.00 1486.5565  1034.8194 34.5956 2.6993
35453.13 1560.00 1486.6453  1034.8688 34.5967 2.6800
35453.13 1570.00 1486.7341  1034.9181 34.5979 2.6607
35453.13 1580.00 1486.8229  1034.9675 34.5990 2.6414
35453.13 1590.00 1486.9117  1035.0169 34.6002 2.6221
35453.13 1600.00 1487.0005  1035.0663 34.6013 2.6028
35453.13 1610.00 1487.0893  1035.1157 34.6025 2.5834
35453.13 1620.00 1487.1781  1035.1650 34.6036 2.5641
35453.13 1630.00 1487.2669  1035.2144 34.6048 2.5448
35453.13 1640.00 1487.3647  1035.2635 34.6059 2.5276
35453.13 1650.00 1487.4690  1035.3123 34.6069 2.5118
35453.13 1660.00 1487.5734  1035.3611 34.6079 2.4961
35453.13 1670.00 1487.6777  1035.4098 34.6090 2.4803
35453.13 1680.00 1487.7820  1035.4586 34.6100 2.4646
35453.13 1690.00 1487.8863  1035.5074 34.6110 2.4488
35453.13 1700.00 1487.9906  1035.5562 34.6121 2.4331
35453.13 1710.00 1488.0950  1035.6050 34.6131 2.4173
35453.13 1720.00 1488.1993  1035.6538 34.6141 2.4016
35453.13 1730.00 1488.3036  1035.7026 34.6151 2.3858
35453.13 1740.00 1488.4079  1035.7514 34.6162 2.3701
35453.13 1750.00 1488.5122  1035.8002 34.6172 2.3543
35453.13 1760.00 1488.6166  1035.8490 34.6182 2.3386
35453.13 1770.00 1488.7279  1035.8975 34.6192 2.3244
35453.13 1780.00 1488.8466  1035.9458 34.6201 2.3119
35453.13 1790.00 1488.9653  1035.9940 34.6210 2.2994
35453.13 1800.00 1489.0841  1036.0422 34.6218 2.2869
35453.13 1810.00 1489.2028  1036.0904 34.6227 2.2744
35453.13 1820.00 1489.3215  1036.1386 34.6236 2.2619
35453.13 1830.00 1489.4402  1036.1868 34.6245 2.2494
35453.13 1840.00 1489.5590  1036.2350 34.6254 2.2369
35453.13 1850.00 1489.6777  1036.2833 34.6262 2.2244
35453.13 1860.00 1489.7964  1036.3315 34.6271 2.2120
35453.13 1870.00 1489.9151  1036.3797 34.6280 2.1995
35453.13 1880.00 1490.0338  1036.4279 34.6289 2.1870
35453.13 1890.00 1490.1526  1036.4761 34.6298 2.1745
35453.13 1900.00 1490.2713  1036.5243 34.6306 2.1620
35453.13 1910.00 1490.3900  1036.5725 34.6315 2.1495
35453.13 1920.00 1490.5158  1036.6204 34.6323 2.1385
35453.13 1930.00 1490.6466  1036.6681 34.6330 2.1287
35453.13 1940.00 1490.7773  1036.7158 34.6338 2.1189
35453.13 1950.00 1490.9081  1036.7635 34.6345 2.1090
35453.13 1960.00 1491.0389  1036.8112 34.6352 2.0992
35453.13 1970.00 1491.1697  1036.8588 34.6359 2.0894
35453.13 1980.00 1491.3004  1036.9065 34.6366 2.0796
35453.13 1990.00 1491.4312  1036.9542 34.6374 2.0697
35453.13 2000.00 1491.5620  1037.0019 34.6381 2.0599
35453.13 2010.00 1491.6928  1037.0496 34.6388 2.0501
35453.13 2020.00 1491.8235  1037.0972 34.6395 2.0402
35453.13 2030.00 1491.9543  1037.1449 34.6402 2.0304
35453.13 2040.00 1492.0851  1037.1926 34.6410 2.0206
35453.13 2050.00 1492.2159  1037.2403 34.6417 2.0108
35453.13 2060.00 1492.3466  1037.2879 34.6424 2.0009
35453.13 2070.00 1492.4774  1037.3356 34.6431 1.9911
35453.13 2080.00 1492.6082  1037.3833 34.6439 1.9813
35453.13 2090.00 1492.7445  1037.4307 34.6445 1.9726
35453.13 2100.00 1492.8846  1037.4779 34.6450 1.9648
35453.13 2110.00 1493.0247  1037.5251 34.6456 1.9570
35453.13 2120.00 1493.1648  1037.5723 34.6462 1.9492
35453.13 2130.00 1493.3049  1037.6195 34.6467 1.9413
35453.13 2140.00 1493.4450  1037.6667 34.6473 1.9335
35453.13 2150.00 1493.5851  1037.7140 34.6479 1.9257
35453.13 2160.00 1493.7252  1037.7612 34.6484 1.9179
35453.13 2170.00 1493.8653  1037.8084 34.6490 1.9100
35453.13 2180.00 1494.0054  1037.8556 34.6496 1.9022
35453.13 2190.00 1494.1455  1037.9028 34.6501 1.8944
35453.13 2200.00 1494.2856  1037.9500 34.6507 1.8866
35453.13 2210.00 1494.4257  1037.9972 34.6513 1.8787
35453.13 2220.00 1494.5658  1038.0444 34.6518 1.8709
35453.13 2230.00 1494.7059  1038.0916 34.6524 1.8631
35453.13 2240.00 1494.8460  1038.1388 34.6529 1.8553
35453.13 2250.00 1494.9861  1038.1860 34.6535 1.8474
35453.13 2260.00 1495.1262  1038.2332 34.6541 1.8396
35453.13 2270.00 1495.2663  1038.2804 34.6546 1.8318
35453.13 2280.00 1495.4091  1038.3275 34.6552 1.8245
35453.13 2290.00 1495.5562  1038.3743 34.6556 1.8181
35453.13 2300.00 1495.7033  1038.4211 34.6560 1.8117
35453.13 2310.00 1495.8503  1038.4679 34.6564 1.8053
35453.13 2320.00 1495.9974  1038.5147 34.6569 1.7989
35453.13 2330.00 1496.1445  1038.5615 34.6573 1.7925
35453.13 2340.00 1496.2916  1038.6083 34.6577 1.7862
35453.13 2350.00 1496.4387  1038.6551 34.6581 1.7798
35453.13 2360.00 1496.5858  1038.7019 34.6586 1.7734
35453.13 2370.00 1496.7329  1038.7487 34.6590 1.7670
35453.13 2380.00 1496.8800  1038.7955 34.6594 1.7606
35453.13 2390.00 1497.0270  1038.8423 34.6598 1.7542
35453.13 2400.00 1497.1741  1038.8891 34.6603 1.7478
35453.13 2410.00 1497.3212  1038.9359 34.6607 1.7414
35453.13 2420.00 1497.4683  1038.9827 34.6611 1.7350
35453.13 2430.00 1497.6154  1039.0295 34.6616 1.7286
35453.13 2440.00 1497.7625  1039.0763 34.6620 1.7222
35453.13 2450.00 1497.9096  1039.1231 34.6624 1.7158
35453.13 2460.00 1498.0567  1039.1699 34.6628 1.7094
35453.13 2470.00 1498.2037  1039.2167 34.6633 1.7031
35453.13 2480.00 1498.3508  1039.2635 34.6637 1.6967
35453.13 2490.00 1498.4979  1039.3103 34.6641 1.6903
35453.13 2500.00 1498.6499  1039.3568 34.6644 1.6848
35453.13 2510.00 1498.8025  1039.4032 34.6648 1.6795
35453.13 2520.00 1498.9552  1039.4497 34.6651 1.6742
35453.13 2530.00 1499.1078  1039.4961 34.6654 1.6689
35453.13 2540.00 1499.2605  1039.5425 34.6657 1.6636
35453.13 2550.00 1499.4131  1039.5890 34.6660 1.6582
35453.13 2560.00 1499.5658  1039.6354 34.6663 1.6529
35453.13 2570.00 1499.7184  1039.6819 34.6667 1.6476
35453.13 2580.00 1499.8711  1039.7283 34.6670 1.6423
35453.13 2590.00 1500.0237  1039.7747 34.6673 1.6370
35453.13 2600.00 1500.1764  1039.8212 34.6676 1.6316
35453.13 2610.00 1500.3290  1039.8676 34.6679 1.6263
35453.13 2620.00 1500.4817  1039.9140 34.6682 1.6210
35453.13 2630.00 1500.6343  1039.9605 34.6686 1.6157
35453.13 2640.00 1500.7870  1040.0069 34.6689 1.6104
35453.13 2650.00 1500.9397  1040.0534 34.6692 1.6051
35453.13 2660.00 1501.0923  1040.0998 34.6695 1.5997
35453.13 2670.00 1501.2450  1040.1462 34.6698 1.5944
35453.13 2680.00 1501.3976  1040.1927 34.6701 1.5891
35453.13 2690.00 1501.5503  1040.2391 34.6704 1.5838
35453.13 2700.00 1501.7029  1040.2855 34.6708 1.5785
35453.13 2710.00 1501.8556  1040.3320 34.6711 1.5732
35453.13 2720.00 1502.0082  1040.3784 34.6714 1.5678
35453.13 2730.00 1502.1612  1040.4248 34.6717 1.5626
35453.13 2740.00 1502.3184  1040.4709 34.6719 1.5581
35453.13 2750.00 1502.4756  1040.5171 34.6722 1.5536
35453.13 2760.00 1502.6328  1040.5632 34.6724 1.5491
35453.13 2770.00 1502.7900  1040.6093 34.6727 1.5445
35453.13 2780.00 1502.9472  1040.6554 34.6729 1.5400
35453.13 2790.00 1503.1044  1040.7015 34.6731 1.5355
35453.13 2800.00 1503.2616  1040.7476 34.6734 1.5310
35453.13 2810.00 1503.4188  1040.7937 34.6736 1.5265
35453.13 2820.00 1503.5760  1040.8399 34.6738 1.5220
35453.13 2830.00 1503.7332  1040.8860 34.6741 1.5175
35453.13 2840.00 1503.8904  1040.9321 34.6743 1.5130
35453.13 2850.00 1504.0476  1040.9782 34.6746 1.5085
35453.13 2860.00 1504.2048  1041.0243 34.6748 1.5040
35453.13 2870.00 1504.3620  1041.0704 34.6750 1.4995
35453.13 2880.00 1504.5192  1041.1165 34.6753 1.4950
35453.13 2890.00 1504.6764  1041.1626 34.6755 1.4904
35453.13 2900.00 1504.8336  1041.2088 34.6758 1.4859
35453.13 2910.00 1504.9908  1041.2549 34.6760 1.4814
35453.13 2920.00 1505.1480  1041.3010 34.6762 1.4769
35453.13 2930.00 1505.3052  1041.3471 34.6765 1.4724
35453.13 2940.00 1505.4624  1041.3932 34.6767 1.4679
35453.13 2950.00 1505.6196  1041.4393 34.6769 1.4634
35453.13 2960.00 1505.7768  1041.4854 34.6772 1.4589
35453.13 2970.00 1505.9340  1041.5316 34.6774 1.4544
35453.13 2980.00 1506.0912  1041.5777 34.6777 1.4499
35453.13 2990.00 1506.2484  1041.6238 34.6779 1.4454
35453.13 3000.00 1506.4090  1041.6696 34.6781 1.4414
35453.13 3010.00 1506.5696  1041.7155 34.6783 1.4374
35453.13 3020.00 1506.7303  1041.7613 34.6785 1.4334
35453.13 3030.00 1506.8909  1041.8071 34.6787 1.4294
35453.13 3040.00 1507.0516  1041.8530 34.6789 1.4254
35453.13 3050.00 1507.2122  1041.8988 34.6791 1.4215
35453.13 3060.00 1507.3729  1041.9446 34.6793 1.4175
35453.13 3070.00 1507.5335  1041.9905 34.6795 1.4135
35453.13 3080.00 1507.6941  1042.0363 34.6796 1.4095
35453.13 3090.00 1507.8548  1042.0821 34.6798 1.4055
35453.13 3100.00 1508.0154  1042.1280 34.6800 1.4016
35453.13 3110.00 1508.1761  1042.1738 34.6802 1.3976
35453.13 3120.00 1508.3367  1042.2196 34.6804 1.3936
35453.13 3130.00 1508.4974  1042.2655 34.6806 1.3896
35453.13 3140.00 1508.6580  1042.3113 34.6808 1.3856
35453.13 3150.00 1508.8186  1042.3571 34.6810 1.3817
35453.13 3160.00 1508.9793  1042.4030 34.6812 1.3777
35453.13 3170.00 1509.1399  1042.4488 34.6814 1.3737
35453.13 3180.00 1509.3006  1042.4946 34.6816 1.3697
35453.13 3190.00 1509.4612  1042.5405 34.6818 1.3657
35453.13 3200.00 1509.6219  1042.5863 34.6820 1.3618
35453.13 3210.00 1509.7825  1042.6321 34.6822 1.3578
35453.13 3220.00 1509.9432  1042.6780 34.6824 1.3538
35453.13 3230.00 1510.1038  1042.7238 34.6826 1.3498
35453.13 3240.00 1510.2644  1042.7696 34.6828 1.3458
35453.13 3250.00 1510.4251  1042.8155 34.6830 1.3419
35453.13 3260.00 1510.5857  1042.8613 34.6832 1.3379
35453.13 3270.00 1510.7464  1042.9072 34.6834 1.3339
35453.13 3280.00 1510.9085  1042.9529 34.6835 1.3301
35453.13 3290.00 1511.0716  1042.9985 34.6837 1.3264
35453.13 3300.00 1511.2348  1043.0441 34.6839 1.3227
35453.13 3310.00 1511.3980  1043.0897 34.6841 1.3190
35453.13 3320.00 1511.5612  1043.1353 34.6843 1.3153
35453.13 3330.00 1511.7244  1043.1809 34.6845 1.3117
35453.13 3340.00 1511.8875  1043.2265 34.6847 1.3080
35453.13 3350.00 1512.0507  1043.2721 34.6848 1.3043
35453.13 3360.00 1512.2139  1043.3177 34.6850 1.3006
35453.13 3370.00 1512.3771  1043.3633 34.6852 1.2969
35453.13 3380.00 1512.5402  1043.4088 34.6854 1.2932
35453.13 3390.00 1512.7034  1043.4544 34.6856 1.2895
35453.13 3400.00 1512.8666  1043.5000 34.6858 1.2859
35453.13 3410.00 1513.0298  1043.5456 34.6860 1.2822
35453.13 3420.00 1513.1930  1043.5912 34.6861 1.2785
35453.13 3430.00 1513.3561  1043.6368 34.6863 1.2748
35453.13 3440.00 1513.5193  1043.6824 34.6865 1.2711
35453.13 3450.00 1513.6825  1043.7280 34.6867 1.2674
35453.13 3460.00 1513.8457  1043.7736 34.6869 1.2637
35453.13 3470.00 1514.0088  1043.8192 34.6871 1.2601
35453.13 3480.00 1514.1720  1043.8648 34.6873 1.2564
35453.13 3490.00 1514.3352  1043.9104 34.6874 1.2527
35453.13 3500.00 1514.4984  1043.9560 34.6876 1.2490
35453.13 3510.00 1514.6616  1044.0016 34.6878 1.2453
35453.13 3520.00 1514.8247  1044.0472 34.6880 1.2416
35453.13 3530.00 1514.9879  1044.0928 34.6882 1.2379
35453.13 3540.00 1515.1511  1044.1384 34.6884 1.2342
35453.13 3550.00 1515.3143  1044.1840 34.6886 1.2306
35453.13 3560.00 1515.4774  1044.2296 34.6887 1.2269
35453.13 3570.00 1515.6406  1044.2752 34.6889 1.2232
35453.13 3580.00 1515.8038  1044.3208 34.6891 1.2195
35453.13 3590.00 1515.9685  1044.3663 34.6893 1.2159
35453.13 3600.00 1516.1334  1044.4117 34.6895 1.2123
35453.13 3610.00 1516.2983  1044.4571 34.6897 1.2087
35453.13 3620.00 1516.4632  1044.5025 34.6899 1.2051
35453.13 3630.00 1516.6282  1044.5479 34.6901 1.2015
35453.13 3640.00 1516.7931  1044.5933 34.6903 1.1979
35453.13 3650.00 1516.9580  1044.6387 34.6905 1.1943
35453.13 3660.00 1517.1229  1044.6841 34.6907 1.1907
35453.13 3670.00 1517.2878  1044.7295 34.6909 1.1872
35453.13 3680.00 1517.4527  1044.7748 34.6911 1.1836
35453.13 3690.00 1517.6177  1044.8202 34.6913 1.1800
