#automaid v3.4.0-Z (https://github.com/earthscopeoceans/automaid)
#created 2021-05-28T16:42:41Z
#                               filename          interp_STLA    interp_STLO      STDP
20200802T125718.23_5F273DCE.MER.DET.WLT5           -29.797213    -156.312790      1526
20200814T091419.23_5F3B0FE0.MER.DET.WLT5           -29.788347    -156.336823      1498
20200821T041920.23_5F3F9ED2.MER.DET.WLT5           -29.771063    -156.348068      1505
20200830T063744.23_5F4CD0B4.MER.DET.WLT5           -29.708561    -156.336792      1490
20200901T041933.23_5F536A0C.MER.DET.WLT5           -29.694733    -156.350250      1510
20200903T025015.23_5F536A0C.MER.DET.WLT5           -29.690170    -156.382721      1523
20200903T054715.23_5F536A0C.MER.DET.WLT5           -29.689880    -156.384781      1529
20201019T204959.23_601D0A8A.MER.REQ.RAW            -29.503160    -156.786026    -12345
20201022T082646.23_5F92D586.MER.DET.WLT5           -29.490255    -156.822266      1492
20201023T072803.23_5F92D586.MER.DET.WLT5           -29.484606    -156.838913      1502
20201025T115045.23_5F996DF6.MER.DET.WLT5           -29.449926    -156.855179      1484
20201030T042803.23_5FA00A69.MER.DET.WLT5           -29.362684    -156.863022      1528
20201103T082143.23_5FA6A6AF.MER.DET.WLT5           -29.260902    -156.860092      1520
20201125T142829.23_5FBEB610.MER.DET.WLT5           -28.612288    -157.120789      1518
20201206T165804.23_5FD2865C.MER.DET.WLT5           -28.468452    -157.333603      1504
20201222T160217.23_5FE65964.MER.DET.WLT5           -28.378582    -157.559448      1508
20201227T214841.23_5FECF855.MER.DET.WLT5           -28.420803    -157.608551      1523
20210106T062302.23_5FF7F82D.MER.DET.WLT5           -28.581251    -157.629486      1522
20210108T003113.23_5FF7F82D.MER.DET.WLT5           -28.604271    -157.610748      1520
20210109T202339.23_5FFBF836.MER.DET.WLT5           -28.623732    -157.573349      1496
20210110T040428.23_5FFBF836.MER.DET.WLT5           -28.626032    -157.569534      1492
20210111T013008.23_5FFBF836.MER.DET.WLT5           -28.632450    -157.558899      1504
20210115T113918.23_60029586.MER.DET.WLT5           -28.630634    -157.493408      1518
20210122T032747.23_600FCCA8.MER.DET.WLT5           -28.626167    -157.340057      1502
20210122T162641.23_600FCCA8.MER.DET.WLT5           -28.630882    -157.335205      1501
20210124T194017.23_600FCCA8.MER.DET.WLT5           -28.649488    -157.316071      1515
20210208T050341.23_60211692.MER.DET.WLT5           -28.719891    -157.308746      1527
20210210T132428.23_60242EC8.MER.DET.WLT5           -28.699862    -157.305420      1531
20210212T092655.23_602831FF.MER.DET.WLT5           -28.685318    -157.315155      1528
20210213T141858.23_602831FF.MER.DET.WLT5           -28.669691    -157.317795      1534
20210217T181910.23_602DAEB8.MER.DET.WLT5           -28.632242    -157.325058      1536
20210218T231046.23_6034498E.MER.DET.WLT5           -28.611156    -157.322556      1500
20210218T235513.23_6034498E.MER.DET.WLT5           -28.610712    -157.322693      1498
20210224T070933.23_603AE7BC.MER.DET.WLT5           -28.511499    -157.366241      1503
20210224T074350.23_603AE7BC.MER.DET.WLT5           -28.510904    -157.366348      1501
20210224T082744.23_603AE7BC.MER.DET.WLT5           -28.510141    -157.366486      1505
20210301T182203.23_60413BCE.MER.DET.WLT5           -28.392811    -157.388245      1515
20210304T133048.23_60413BCE.MER.DET.WLT5           -28.340521    -157.397186      1516
20210304T135151.23_60413BCE.MER.DET.WLT5           -28.340248    -157.397232      1527
20210304T142544.23_60413BCE.MER.DET.WLT5           -28.339808    -157.397308      1530
20210305T152225.23_6044D708.MER.DET.WLT5           -28.315605    -157.414658      1513
20210305T175846.23_6044D708.MER.DET.WLT5           -28.313707    -157.416153      1518
20210305T180525.23_604D15E8.MER.DET.WLT5           -28.313627    -157.416214      1516
20210305T201213.23_60497A49.MER.DET.WLT5           -28.312088    -157.417419      1517
20210305T202921.23_60497A49.MER.DET.WLT5           -28.311880    -157.417587      1517
20210305T233658.23_6044D708.MER.DET.WLT5           -28.309603    -157.419388      1523
20210306T002002.23_6044D708.MER.DET.WLT5           -28.309080    -157.419800      1512
20210306T013210.23_6044D708.MER.DET.WLT5           -28.308205    -157.420486      1522
20210306T020431.23_60497A49.MER.DET.WLT5           -28.307812    -157.420792      1521
20210306T021246.23_6044D708.MER.DET.WLT5           -28.307713    -157.420883      1521
20210306T024307.23_6044D708.MER.DET.WLT5           -28.307344    -157.421173      1520
20210306T103751.23_604D15E8.MER.DET.WLT5           -28.301582    -157.425705      1524
20210306T110053.23_6044D708.MER.DET.WLT5           -28.301302    -157.425934      1527
20210306T110809.23_60497A49.MER.DET.WLT5           -28.301214    -157.425995      1527
20210306T111835.23_604D15E8.MER.DET.WLT5           -28.301086    -157.426102      1523
20210306T120814.23_604D15E8.MER.DET.WLT5           -28.300486    -157.426575      1521
20210306T131452.23_6044D708.MER.DET.WLT5           -28.299677    -157.427216      1517
20210306T153130.23_60497A49.MER.DET.WLT5           -28.298018    -157.428528      1529
20210307T075909.23_60497A49.MER.DET.WLT5           -28.286030    -157.437973      1526
20210308T091533.23_60497A49.MER.DET.WLT5           -28.261967    -157.444244      1503
20210308T185752.23_60497A49.MER.DET.WLT5           -28.258915    -157.445541      1515
20210310T001606.23_60497A49.MER.DET.WLT5           -28.249699    -157.449478      1517
20210310T201611.23_604D15E8.MER.DET.WLT5           -28.243408    -157.452164      1533
20210313T140736.23_604D15E8.MER.DET.WLT5           -28.181175    -157.515259      1537
20210322T234247.23_605A4D6C.MER.DET.WLT5           -27.972202    -157.836075      1523
20210401T095903.23_6065E494.MER.DET.WLT5           -27.779562    -158.035614      1509
20210405T074111.23_606C7FE6.MER.DET.WLT5           -27.737276    -158.078049      1511
20210406T081835.23_606C7FE6.MER.DET.WLT5           -27.727207    -158.088638      1511
20210407T095554.23_60731AE8.MER.DET.WLT5           -27.713568    -158.104401      1499
20210418T133112.23_6080511C.MER.DET.WLT5           -27.668964    -158.186569      1503
20210419T003322.23_6080511C.MER.DET.WLT5           -27.668987    -158.189667      1502
20210424T002600.23_6083B212.MER.DET.WLT5           -27.687374    -158.245789      1485
20210425T223019.23_6087FF1D.MER.DET.WLT5           -27.696291    -158.260132      1521
20210427T062729.23_6087FF1D.MER.DET.WLT5           -27.702812    -158.266251      1530
20210428T092557.23_608E9AFA.MER.DET.WLT5           -27.705864    -158.269272      1511
20210428T095747.23_608E9AFA.MER.DET.WLT5           -27.706024    -158.269180      1519
20210429T070914.23_608E9AFA.MER.DET.WLT5           -27.712423    -158.265610      1522
20210504T201014.23_6091F8EA.MER.DET.WLT5           -27.755161    -158.225311      1509
20210519T052427.23_60A5CF2E.MER.DET.WLT5           -27.992109    -158.224808      1502
